,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label
874,19,1512383303340290051,1512383303340290051,1649415252000.0,2022-04-08 17:54:12,700,,เปรียบเทียบชัดๆ ปมดราม่า #ป้ายหาเสียง 'เรวัตร' ยัน #ป้ายใส ถูกกว่าป้ายมาตรฐานทั่วไปถึง 3 เท่า แถมปลอดภัย-ไร้อุบัติเหตุ⁣ ⁣ #เลือกตั้ง #เลือกตั้งผู้ว่ากทม #ผู้สมัครสก #บางซื่อ #เลือกตั้ง2565 #เรวัตรคงชาติ #ไทยรัฐออนไลน์ #Thairath  https://t.co/iko1MO6YA3,th,"['ป้ายหาเสียง', 'ป้ายใส', 'เลือกตั้ง', 'เลือกตั้งผู้ว่ากทม', 'ผู้สมัครสก', 'บางซื่อ', 'เลือกตั้ง2565', 'เรวัตรคงชาติ', 'ไทยรัฐออนไลน์', 'thairath']",[],86899675,86899675,Thairath_News,Thairath_News,5,17,https://twitter.com/Thairath_News/status/1512383303340290051,[],['https://pbs.twimg.com/media/FP0Qb3LVEAUcJey.jpg'],1,https://pbs.twimg.com/media/FP0Qb3LVEAUcJey.jpg,False,22,11,5,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
875,20,1512375453385826304,1512375453385826304,1649413381000.0,2022-04-08 17:23:01,700,,ทีมงานของ #ชัชชาติ ไม่ใช่คนของ พท. ทั้งหมด แต่เป็นคนที่มาจากหลายกลุ่ม ที่เห็นออกสื่อ ส่วนใหญ่เป็นคนจากอดีต ปชป.  #เลือกตั้งผู้ว่ากทม,th,"['ชัชชาติ', 'เลือกตั้งผู้ว่ากทม']",[],66623777,66623777,meVnus,V Nus,5,17,https://twitter.com/meVnus/status/1512375453385826304,[],[],0,,False,12,3,8,https://twitter.com/somsakjeam/status/1512340952899334144,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
876,21,1512373890269741062,1512373890269741062,1649413008000.0,2022-04-08 17:16:48,700,,การ #เลือกตั้งผู้ว่ากทม และ ส.ก. จะเกิดขึ้นในวันที่ 22 พ.ค.นี้ คน กทม. กำลังจะได้ตัดสินใจเลือกผู้บริหารเพื่อมาพัฒนาเมืองหลวงแห่งนี้ในรอบ 9 ปี   THE STANDARD ชวนสำรวจข้อมูลที่น่าสนใจก่อนหย่อนบัตร ว่าผ่านมา 9 ปี กทม. เปลี่ยนไปแค่ไหน  #TheStandardNews  #TheStandardBKKElection  https://t.co/9RhVBfKGea,th,"['เลือกตั้งผู้ว่ากทม', 'thestandardnews', 'thestandardbkkelection']",[],834243316233351169,834243316233351169,thestandardth,THE STANDARD,5,17,https://twitter.com/thestandardth/status/1512373890269741062,[],['https://pbs.twimg.com/media/FP0HwwyaUAILXCf.jpg'],1,https://pbs.twimg.com/media/FP0HwwyaUAILXCf.jpg,False,23,1,46,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
877,22,1512370899801960452,1512370899801960452,1649412295000.0,2022-04-08 17:04:55,700,,อย่าขัดใจช่อสิคะ !! #เลือกตั้งผู้ว่ากทม  https://t.co/44MsNPujXa,th,['เลือกตั้งผู้ว่ากทม'],[],1456648417665454082,1456648417665454082,karaked_112,แม่การะเกด ( 귀여운 ),5,17,https://twitter.com/karaked_112/status/1512370899801960452,[],['https://pbs.twimg.com/media/FP0FT1haQAEmC4s.jpg'],1,https://pbs.twimg.com/media/FP0FT1haQAEmC4s.jpg,False,16,1,6,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
878,23,1512337411195346945,1512337411195346945,1649404311000.0,2022-04-08 14:51:51,700,,แข็งแกร่ง    #จ๊ากกก #ชัช8าติ #ชัชชาติ #เลือกตั้งผู้ว่ากทม #MyHeroAcademia  https://t.co/Iu5p9PXYoa,th,"['จ๊ากกก', 'ชัช8าติ', 'ชัชชาติ', 'เลือกตั้งผู้ว่ากทม', 'myheroacademia']",[],1234892941274959873,1234892941274959873,Jarkktwt,จ๊ากกก,5,14,https://twitter.com/Jarkktwt/status/1512337411195346945,[],['https://pbs.twimg.com/media/FPzm22EVsAAwuey.jpg'],1,https://pbs.twimg.com/media/FPzm22EVsAAwuey.jpg,False,139,1,113,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
879,24,1512328716336070656,1512272810043150339,1649402238000.0,2022-04-08 14:17:18,700,,@Pannika_FWP สรุปว่าพรรคก้าวไกลจะส่งคนลงสมัคร #เลือกตั้งผู้ว่ากทม หรือ ผู้ว่ากทม็อบ? เห็นในหัวสมองคนพรรคนี้ มีแต่เรื่องม็อบ,th,['เลือกตั้งผู้ว่ากทม'],[],1341509878683070464,1341509878683070464,stopcredulity2,DK หยุดงมงาย คนเท่ากัน 🇹🇭 🇺🇦,5,14,https://twitter.com/stopcredulity2/status/1512328716336070656,[],[],0,,False,11,0,0,,#เลือกตั้งผู้ว่ากทม,,,,,,,"[{'screen_name': 'Pannika_FWP', 'name': 'Pannika Wanich', 'id': '715916606'}]",,,,,politics
880,25,1512327583806865415,1512327583806865415,1649401968000.0,2022-04-08 14:12:48,700,,จังหวะซิตคอมมาก #ชัชชาติ #ชัช8าติ #ผู้ว่าฯกทม #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่าฯ65 #ประยุทธ์ออกไป  https://t.co/MolueHVT7k,th,"['ชัชชาติ', 'ชัช8าติ', 'ผู้ว่าฯกทม', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'ประยุทธ์ออกไป']",[],1405175678010499072,1405175678010499072,HatyaiTrainer,NK H,5,14,https://twitter.com/HatyaiTrainer/status/1512327583806865415,[],['https://pbs.twimg.com/media/FPzd6_sVsAUeqqJ.jpg'],1,https://pbs.twimg.com/media/FPzd6_sVsAUeqqJ.jpg,False,5,0,1,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
881,26,1512326660875427848,1512272810043150339,1649401748000.0,2022-04-08 14:09:08,700,,@Pannika_FWP งั้นก็พูดหาเสียงกับคนกทม.ไปเลยว่า เลือก #วิโรจน์ #เบอร์1 ได้ม็อบทั่วถึง ม็อบเสรี ทุกพื้นที่ในกทม. อยากจัดตรงไหนก็จัด ถ้าใครห้ามจัด บอกมา วิโรจน์จะพุ่งชนให้ กล้าพูดแบบนี้มั้ย ? #เลือกตั้งผู้ว่ากทม #ชัชชาติ #ชัชชาติเบอร์8,th,"['วิโรจน์', 'เบอร์1', 'เลือกตั้งผู้ว่ากทม', 'ชัชชาติ', 'ชัชชาติเบอร์8']",[],1341509878683070464,1341509878683070464,stopcredulity2,DK หยุดงมงาย คนเท่ากัน 🇹🇭 🇺🇦,5,14,https://twitter.com/stopcredulity2/status/1512326660875427848,[],[],0,,False,8,0,1,,#เลือกตั้งผู้ว่ากทม,,,,,,,"[{'screen_name': 'Pannika_FWP', 'name': 'Pannika Wanich', 'id': '715916606'}]",,,,,politics
882,27,1512324602063511552,1512272810043150339,1649401257000.0,2022-04-08 14:00:57,700,,@Pannika_FWP #ชัชชาติ สมัคร #เลือกตั้งผู้ว่ากทม ต้องดูแลคนกทม.ทุกกลุ่ม เหลือง แดง ส้ม พลังเงียบ ฯลฯ เขาเสนอให้ทุกเขตมีพื้นที่แสดงออก ไม่ใช่ห้ามชุมนุมนอกพื้นที่ ที่ต้องดูพรบ.ชุมนุมสาธารณะ นอกเหนืออำนาจ #ผู้ว่ากทม และการจัดพื้นที่ให้พูดในทุกเขต ช่วยให้คนในพื้นที่สามารถแสดงออกได้โดยสะดวกปลอดภัย,th,"['ชัชชาติ', 'เลือกตั้งผู้ว่ากทม', 'ผู้ว่ากทม']",[],1341509878683070464,1341509878683070464,stopcredulity2,DK หยุดงมงาย คนเท่ากัน 🇹🇭 🇺🇦,5,14,https://twitter.com/stopcredulity2/status/1512324602063511552,[],[],0,,False,16,0,5,,#เลือกตั้งผู้ว่ากทม,,,,,,,"[{'screen_name': 'Pannika_FWP', 'name': 'Pannika Wanich', 'id': '715916606'}]",,,,,politics
884,29,1512305432160706561,1512305432160706561,1649396686000.0,2022-04-08 12:44:46,700,,"ถาม  ""ชัชชาติ"" ระหว่างเดินขึ้นสะพานลอยคนข้ามด้วยกัน ย่านตลาดพรากนก เขตบางกอกใหญ่   มองประเด็นสะพานลอยอย่างไร -  ถ้าเป็นผู้ว่าฯ  จะทำอย่างไร ? #ชัชชาติ #ชัช8าติ #สะพานลอยกรุงเทพ #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่าฯ65 #เลือกตั้งผู้ว่าฯกทม  https://t.co/pwioPLf8zi",th,"['ชัชชาติ', 'ชัช8าติ', 'สะพานลอยกรุงเทพ', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'เลือกตั้งผู้ว่าฯกทม']",[],103278232,103278232,Pat_ThaiPBS,Pat_ThaiPBS,5,12,https://twitter.com/Pat_ThaiPBS/status/1512305432160706561,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1512304839434199045/pu/img/Ux-TllPnjwCOXt7S.jpg,False,21,0,41,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
885,30,1512303810785406977,1512303810785406977,1649396300000.0,2022-04-08 12:38:20,700,,เปลี่ยนแล้ว โดนกรีดอีก !!! #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่ากทม65,th,"['เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม65']",[],68710262,68710262,DrSuwadee,ดร.นิค ไม่ได้เป็นหมอฯ,5,12,https://twitter.com/DrSuwadee/status/1512303810785406977,[],[],0,,False,13,0,5,https://twitter.com/PRojanadara/status/1512300540868276236,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
886,31,1512294637959987206,1512294637959987206,1649394113000.0,2022-04-08 12:01:53,700,,วันที่ 22 พ.ค. ไม่สะดวก อยากไปเลือกตั้งล่วงหน้าได้มั้ย ?   - การเลือกตั้งผู้ว่า กทม. และ ส.ก. ไม่มีการเลือกตั้งล่วงหน้านะครับ . #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่ากทม65  https://t.co/9rrsc16HFt,th,"['เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม65']",[],1166333407875362816,1166333407875362816,chaiyamparwaan,ไชยามพวาน ( ปูอัด ),5,12,https://twitter.com/chaiyamparwaan/status/1512294637959987206,[],['https://pbs.twimg.com/media/FPy_9KcVUAERQLD.jpg'],1,https://pbs.twimg.com/media/FPy_9KcVUAERQLD.jpg,False,30,0,28,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
887,32,1512293509524439040,1512293509524439040,1649393844000.0,2022-04-08 11:57:24,700,,รักทักษิณ ชอบเพื่อไทย เลือก ชัชชาติ ไม่ผิดหวัง มาสายตรง รักม็อบ ชอบพวกสามกีบ ต้องก้าวไกลเลือก วิโรจน์ ชอบมองตรงกระดุม  สาย เอก ลูกแม่สมพรของจริง เกลียดพวกรับใช้คนโกงชาติ พวกหวังล้มสถาบัน สร้างความแตกแยกให้รวมเป็นหนึ่งเดียวกรุงเทพต้องไปต่อเลือก เบอร์ 6 อัศวิน  #เลือกตั้งผู้ว่ากทม  https://t.co/6Tkh5YZ03a,th,['เลือกตั้งผู้ว่ากทม'],[],2356556323,2356556323,Banaranamaprang,ใจเขา ใจเรา,5,11,https://twitter.com/Banaranamaprang/status/1512293509524439040,[],"['https://pbs.twimg.com/media/FPy-6z0VcAEwjS7.jpg', 'https://pbs.twimg.com/media/FPy-7KcVIAQ7mba.jpg', 'https://pbs.twimg.com/media/FPy-7bqVEAA3yOT.jpg', 'https://pbs.twimg.com/media/FPy-7nKVIAQf2KP.jpg']",1,https://pbs.twimg.com/media/FPy-6z0VcAEwjS7.jpg,False,50,6,16,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
888,33,1512293366901354499,1512293366901354499,1649393810000.0,2022-04-08 11:56:50,700,,คุณคิดว่า ปัญหา ของ กทม คือ ใคร? #ผู้ว่ากทมคือใคร #เลือกตั้งปี65 #savebkk #ผู้ว่าฯกทม  #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่าฯ65  https://t.co/lMxuo0kCeq,th,"['ผู้ว่ากทมคือใคร', 'เลือกตั้งปี65', 'savebkk', 'ผู้ว่าฯกทม', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65']",[],182765441,182765441,nanthawan1978,Nanthawan Silathip,5,11,https://twitter.com/nanthawan1978/status/1512293366901354499,[],['https://pbs.twimg.com/media/FPy-zBrVcAQ7DKH.jpg'],1,https://pbs.twimg.com/media/FPy-zBrVcAQ7DKH.jpg,False,686,115,846,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
889,34,1512291243987914756,1512291243987914756,1649393304000.0,2022-04-08 11:48:24,700,,#ชัชชาติ เขากำลังหาทางช่วยให้ม็อบยังสามารถชุมนุมได้โดยที่ไม่ต้องไปเดือดร้อนคนอื่นครับ เราเลือก #ผู้ว่ากทม ก็เพื่อคนกรุงเทพฯ มิใช่เพื่อม็อบอย่างเดียว #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่าฯ65 #เลือกตั้งผู้ว่าฯกทม,th,"['ชัชชาติ', 'ผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'เลือกตั้งผู้ว่าฯกทม']",[],1427523515620622338,1427523515620622338,Colchoneros009,Colchoneros,5,11,https://twitter.com/Colchoneros009/status/1512291243987914756,[],[],0,,False,10,1,3,https://twitter.com/MatichonOnline/status/1512282618448191488,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
890,35,1512287628007452673,1512287628007452673,1649392442000.0,2022-04-08 11:34:02,700,,🔴 ศึกตามหาสมาชิกใหม่ @ShrimpmerTwit เข้มข้น    สนใจทัก INBOX  🔗  https://t.co/IICoGy1co8 ได้มาเลย   #FindingNewShrimp #ShimmerShrimpmer #IdolGaze #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่าฯ65 #ผู้ว่ากทม  https://t.co/sRO3Nvlvvp,th,"['findingnewshrimp', 'shimmershrimpmer', 'idolgaze', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'ผู้ว่ากทม']",[],1471726055782158345,1471726055782158345,ShrimpmerTwit,ShimmerShrimpmer,5,11,https://twitter.com/ShrimpmerTwit/status/1512287628007452673,['https://m.me/ShimmerShrimpmer'],['https://pbs.twimg.com/media/FPy5InbagAEtPDX.jpg'],1,https://pbs.twimg.com/media/FPy5InbagAEtPDX.jpg,False,9,1,10,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
891,36,1512260210676891651,1512260210676891651,1649385905000.0,2022-04-08 09:45:05,700,,น่าสังเกตว่าลุงอัศวินเลือกใช้สื่อในการตอบคำถามหรือข้อกล่าวหาจากชาวเน็ตจากกลุ่มที่ไม่ชอบลุงอัศวินโดยการใช้สื่อที่โปรฝ่ายตรงข้ามรัฐบาล อย่าง The standard กับ sanook  #เลือกตั้งผู้ว่ากทม  #เลือกตั้งผู้ว่าฯ65  #เลือกตั้งผู้ว่ากทม65  https://t.co/IUzNiqFDm1,th,"['เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'เลือกตั้งผู้ว่ากทม65']",[],1450829438124396552,1450829438124396552,35yashicav2,ตากล้อง v.2 รักชาติศาสน์ กษัตริย์,5,9,https://twitter.com/35yashicav2/status/1512260210676891651,[],"['https://pbs.twimg.com/media/FPygpOZaAAIcMXb.jpg', 'https://pbs.twimg.com/media/FPygpOZakAEnl0Y.jpg']",1,https://pbs.twimg.com/media/FPygpOZaAAIcMXb.jpg,False,47,1,24,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
892,37,1512253084424028163,1512253084424028163,1649384206000.0,2022-04-08 09:16:46,700,,ผู้สมัครผู้ว่ากทม.คนใดที่โยงมั่วเรื่องเหล่านี้ เอามาปนกับเรื่องที่ต้องบริหาร กทม. ก็อย่าไปเลือกครับ ของแค่นี้ถ้าแยกแยะไม่เป็น ก็ป่วยการที่จะมาเป็น “ผู้ว่ากทม.” #เลือกตั้งผู้ว่ากทม  https://t.co/Xt4AEwDHNV,th,['เลือกตั้งผู้ว่ากทม'],[],1389926423868018691,1389926423868018691,fuckkinged,ธำรงความเป็นไท,5,9,https://twitter.com/fuckkinged/status/1512253084424028163,[],['https://pbs.twimg.com/media/FPyaKmNVUAIupWL.jpg'],1,https://pbs.twimg.com/media/FPyaKmNVUAIupWL.jpg,False,12,0,9,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
893,38,1512238388573011970,1512238388573011970,1649380702000.0,2022-04-08 08:18:22,700,,สติปัญญา พรรค ปชป  ทำไมมึงไม่ทำป้าย เท่าพื้นที่ขาวๆข้างบนพอ  จะทำข้างล่างให้กีดขวางทำเพื่อ  แล้วมาทำภูมิใจบอกไอเดียป้ายแบบใหม่ มองทะลุ  เหมือนคนโง่ในโง่ ที่เอาความโง่มาอวดแล้วคิดว่ามันดูฉลาดแล้ว  #เพื่อภัทรธิดา #เลือกตั้งผู้ว่ากทม #ปารีณา #แตงโมต้องได้รับความยุติธรรม  https://t.co/1Wdxo6lyqi,th,"['เพื่อภัทรธิดา', 'เลือกตั้งผู้ว่ากทม', 'ปารีณา', 'แตงโมต้องได้รับความยุติธรรม']",[],1238098015530799106,1238098015530799106,Tarn59162826,TT TT,5,8,https://twitter.com/Tarn59162826/status/1512238388573011970,[],['https://pbs.twimg.com/media/FPyMyuYagAA0WxV.jpg'],1,https://pbs.twimg.com/media/FPyMyuYagAA0WxV.jpg,False,7,2,8,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
894,39,1512090420763062275,1512090420763062275,1649345424000.0,2022-04-07 22:30:24,700,,ที่นี่.. ทางเท้า กรุงเทพฯ..!!  .........  #ฟุตบาธไทยแลนด์ #ทางเท้ากรุงเทพ #ปลุกกรุงเทพฯ #เลือกตั้งผู้ว่ากทม  #เลือกตั้งผู้ว่าฯ65 #เลือกตั้งผู้ว่าฯกทม  #เฮ้ยนี่มันฟุตบาทไทยแลนด์  https://t.co/dMrgDXwNHk,th,"['ฟุตบาธไทยแลนด์', 'ทางเท้ากรุงเทพ', 'ปลุกกรุงเทพฯ', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯ65', 'เลือกตั้งผู้ว่าฯกทม', 'เฮ้ยนี่มันฟุตบาทไทยแลนด์']",[],103278232,103278232,Pat_ThaiPBS,Pat_ThaiPBS,4,22,https://twitter.com/Pat_ThaiPBS/status/1512090420763062275,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1512090175983452171/pu/img/TvkJwlZRWgUI6-vu.jpg,False,8,0,7,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
895,40,1512079630026817543,1512079630026817543,1649342851000.0,2022-04-07 21:47:31,700,,นักการเมืองไปเอาความเชื่อจากไหนมาหรือ ว่าการติดป้ายหาเสียงเยอะๆ ถี่ๆ แล้วจะทำให้มีคนเลือกเขาเยอะขึ้น 🤨 #เลือกตั้งผู้ว่ากทม,th,['เลือกตั้งผู้ว่ากทม'],[],64614904,64614904,CoollyHiHarmony,-แค่คืบ-🤙,4,21,https://twitter.com/CoollyHiHarmony/status/1512079630026817543,[],[],0,,False,20,1,3,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
896,41,1512068617252220938,1512068617252220938,1649340225000.0,2022-04-07 21:03:45,700,,เชื่ออาตมามั๊ยโยม พรรคประชาธิปัตย์จะสูญพันธุ์ในกรุงเทพฯ ทั้งสลิ่ม ควายแดง สามกีบ ก็ไม่เอา ส่วนอาตมานั้นขอเลือกลุงอัศวิน รสนาไม่เลือกแน่นวล กู่ไม่กลับแล้วโยม พวกลงผู้ว่าหาเสียงด้วยดาร ยกเลิกหนี้ กยศ เพิ่มเบี้ยผู้สูงอายุอ่ะ เลือกดมกาวก่อนนะ ขอเจริญพอล #เลือกตั้งผู้ว่ากทม  https://t.co/5Gfc2mjjuC,th,['เลือกตั้งผู้ว่ากทม'],[],1416734568753901568,1416734568753901568,juangon40443634,หลวงปู่ ควยดำ,4,21,https://twitter.com/juangon40443634/status/1512068617252220938,[],['https://pbs.twimg.com/media/FPvyY7mVUAUu3ty.jpg'],1,https://pbs.twimg.com/media/FPvyY7mVUAUu3ty.jpg,False,73,0,30,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
897,42,1512068597484761089,1512068597484761089,1649340221000.0,2022-04-07 21:03:41,700,,อย่าหลงเชื่อการหาเสียงหลอกลวงประชาชน  มาดูกันว่าอะไรเป็นอำนาจของหน่วยงานใดบ้าง (ที่ไม่ใช่อำนาจของผู้ว่า กทม.)  #เลือกตั้งผู้ว่ากทม  https://t.co/aVEFHMeB2d,th,['เลือกตั้งผู้ว่ากทม'],[],100556682,100556682,junifactcheck,จูนิเบียวร์ (ฉีดวัคซีนครบ ไม่กัด),4,21,https://twitter.com/junifactcheck/status/1512068597484761089,[],['https://pbs.twimg.com/media/FPvyXyfaMAAj4q_.jpg'],1,https://pbs.twimg.com/media/FPvyXyfaMAAj4q_.jpg,False,176,3,113,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
898,43,1512064865824694284,1512064865824694284,1649339331000.0,2022-04-07 20:48:51,700,,"""ชัชชาติ"" ลุย เขตราษฎร์บูรณะ-ทุ่งครุ ให้คนรายได้น้อยในกทม.เข้าถึงบ้านมั่นคง ปราศรัยครั้งแรก ใช้ลังไม้ต่อขา ยัน พัฒนาทุ่งครุ แหล่งท่องเที่ยวสีเขียว #เลือกตั้งผู้ว่ากทม #ข่าวการเมือง #ไทยรัฐออนไลน์   https://t.co/QWNJu2qEQx",th,"['เลือกตั้งผู้ว่ากทม', 'ข่าวการเมือง', 'ไทยรัฐออนไลน์']",[],86899675,86899675,Thairath_News,Thairath_News,4,20,https://twitter.com/Thairath_News/status/1512064865824694284,['https://www.thairath.co.th/news/politic/2362571'],[],0,,False,38,0,12,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
899,44,1512061120206733315,1512061120206733315,1649338438000.0,2022-04-07 20:33:58,700,,‘เรวัตร’ ผู้สมัคร ส.ก. ประชาธิปัตย์ ผุดไอเดีย ‘ป้ายหาเสียงแบบใส’ เน้นความปลอดภัยบนท้องถนนให้ประชาชนเป็นหลัก  อ่านต่อ  https://t.co/hXpMo8LMso  #TheStandardBKKElection  #เลือกตั้งผู้ว่ากทม #TheStandardNews  https://t.co/pXtyqKrpsR,th,"['thestandardbkkelection', 'เลือกตั้งผู้ว่ากทม', 'thestandardnews']",[],834243316233351169,834243316233351169,thestandardth,THE STANDARD,4,20,https://twitter.com/thestandardth/status/1512061120206733315,['https://thestandard.co/rewat-transparant-billboard-idea/'],"['https://pbs.twimg.com/media/FPvrkMPVsAgYCou.jpg', 'https://pbs.twimg.com/media/FPvrkMIUcAET9Jb.jpg', 'https://pbs.twimg.com/media/FPvrkMSVIAIqaOJ.jpg', 'https://pbs.twimg.com/media/FPvrkMhVcAQYf-r.jpg']",1,https://pbs.twimg.com/media/FPvrkMPVsAgYCou.jpg,False,16,4,11,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
900,45,1512055967055478789,1512055967055478789,1649337209000.0,2022-04-07 20:13:29,700,,ชัชชาติ ลงพื้นที่เขตราษฎร์บูรณะ-ทุ่งครุ เปิดแผนช่วยคนรายได้น้อยในกรุงเทพฯ เข้าถึงบ้านมั่นคง พร้อมย้ำนโยบายพัฒนากรุงเทพฯ 9 มิติ  อ่านต่อ  https://t.co/B2cR4nsUfL  #TheStandardNews #TheStandardBKKElection  #เลือกตั้งผู้ว่ากทม #เลือกตั้งผู้ว่ากทม65  https://t.co/mNBiPfvnvg,th,"['thestandardnews', 'thestandardbkkelection', 'เลือกตั้งผู้ว่ากทม', 'เลือกตั้งผู้ว่ากทม65']",[],834243316233351169,834243316233351169,thestandardth,THE STANDARD,4,20,https://twitter.com/thestandardth/status/1512055967055478789,['https://thestandard.co/bkk-election-2022-chadchart-sittipunt-6/'],"['https://pbs.twimg.com/media/FPvmxVbagAIqVSR.jpg', 'https://pbs.twimg.com/media/FPvmxVtakBEpWkW.jpg', 'https://pbs.twimg.com/media/FPvmxV7aAAYeBgy.jpg', 'https://pbs.twimg.com/media/FPvmxWOacAEPQmw.jpg']",1,https://pbs.twimg.com/media/FPvmxVbagAIqVSR.jpg,False,19,0,14,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
901,46,1512041388585627650,1512041388585627650,1649333734000.0,2022-04-07 19:15:34,700,,วิโรจน์ เดินตลาด-สำรวจโรงไฟฟ้าขยะอ่อนนุช ชี้สิ่งแรกที่ควรทำ คือแก้ปัญหาที่ประชาชนไม่สามารถแก้ด้วยตัวเอง  อ่านต่อ  https://t.co/fJiWXIUEso  #TheStandardNews #เลือกตั้งผู้ว่ากทม #TheStandardBKKElection  https://t.co/LhMEAKvVJF,th,"['thestandardnews', 'เลือกตั้งผู้ว่ากทม', 'thestandardbkkelection']",[],834243316233351169,834243316233351169,thestandardth,THE STANDARD,4,19,https://twitter.com/thestandardth/status/1512041388585627650,['https://thestandard.co/wiroj-visit-onnut-market-and-power-plant-trash/'],"['https://pbs.twimg.com/media/FPvZn-BVcAYdSlh.jpg', 'https://pbs.twimg.com/media/FPvZn95VsAAjflR.jpg', 'https://pbs.twimg.com/media/FPvZn95VgAAMP0A.jpg', 'https://pbs.twimg.com/media/FPvZn94VcAMA7dk.jpg']",1,https://pbs.twimg.com/media/FPvZn-BVcAYdSlh.jpg,False,39,1,21,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
902,47,1512028876607733764,1512028876607733764,1649330750000.0,2022-04-07 18:25:50,700,,"""ศิธา"" ลั่น จะเป็นผู้ว่าฯ กทม.คนแรก คืนอำนาจให้คนกรุงเทพฯ ได้ร่วมจัดงบฯ กทม.ผ่าน ”สภาชุมชน” เพื่อแก้ปัญหาได้ตรงความต้องการของประชาชน #เลือกตั้งผู้ว่ากทม #เลือกตั้ง #ข่าวการเมือง #ไทยรัฐออนไลน์   https://t.co/D6Ga8hZkVY",th,"['เลือกตั้งผู้ว่ากทม', 'เลือกตั้ง', 'ข่าวการเมือง', 'ไทยรัฐออนไลน์']",[],86899675,86899675,Thairath_News,Thairath_News,4,18,https://twitter.com/Thairath_News/status/1512028876607733764,['https://www.thairath.co.th/news/politic/2362457'],[],0,,False,18,0,5,,#เลือกตั้งผู้ว่ากทม,,,,,,,[],,,,,politics
